symbol,rmse_original,rmse_scaled,spearman_corr,avg_confidence,avg_target,n_observations,n_unique_preds
CEG,0.0004130543736222754,0.0004203252693367912,0.6896641803345485,6.278275855980153,0.0009151003435957349,6184.0,1634.0
CELH,0.000553721274881278,0.0005650163274625268,0.5814381457487957,3.1711360832409374,0.0012262162399534907,6277.0,1505.0
CF,0.0003492424875055925,0.00034885299860759486,0.5549716171828009,22.33829947698193,0.0005036712328805247,3422.0,1022.0
CFG,0.0006904614948688236,0.000689625973157668,0.6525082981607336,22.56397056749141,0.0006186883420875143,5238.0,1310.0
CFLT,0.00036581026894066715,0.00037618798058370315,0.6111701512524518,4.865755626326937,0.000931993927169521,6119.0,1448.0
CG,0.0003951356927918181,0.0003972445943221882,0.5984250898765151,11.990187213293348,0.0006433870105564114,5852.0,1386.0
CGNX,0.00024109447583072616,0.0002470808802707657,0.5155155696686181,10.806096732962132,0.0005643576367926968,5000.0,1219.0
CGON,0.0004915623654543016,0.0005011807005196781,0.23442267256978033,1.9056720860648255,0.0009758608622395867,474.0,210.0
CHD,0.00036364457221123254,0.00036287600406147646,0.5766224087670045,81.78083902776324,0.0003828198433339599,5031.0,1082.0
CHDN,0.0002848179290961924,0.00028800382642301433,0.3745765737322816,7.982914696043068,0.00046393523619031563,4331.0,1076.0
CHK,0.00025598026892697373,0.00025830616033798863,0.5898003700000745,16.66435926762062,0.0006027512566042327,1404.0,565.0
CHKP,0.00025688202239035584,0.0002588978290964489,0.4503689770859146,15.299238107666064,0.0004194671122160292,4514.0,1144.0
CHRD,0.00023647373403991288,0.00024007230169464073,0.47161047000241846,10.272114279409525,0.0005198973882638395,5338.0,1205.0
CHRW,0.0014035228378428582,0.001403967371813893,0.5016982619003085,26.898844716608757,0.0005007470235050789,5648.0,1326.0
CHTR,0.00037590593511731095,0.00038297972338812683,0.5763514826658116,12.682964060165117,0.0006064776082084092,5666.0,1470.0
CHWY,0.0005837471697621194,0.0005884741265953479,0.6193956741157789,3.7656318084398968,0.0010878549435904,4533.0,1305.0
CHX,0.00020450509986271972,0.00020957645050495664,0.6161575155900517,15.573415170634235,0.0005744413965089187,3375.0,968.0
CI,0.0005113423235864075,0.0005112497807481554,0.6082898464565678,31.66928743973266,0.0004862173062271291,5633.0,1423.0
CIEN,0.0006315788069656898,0.0006306701088206095,0.6817678974654393,9.929410814051646,0.0007328930869126334,3238.0,1080.0
CIFR,0.0008690818909448079,0.0008653694719696171,0.5893503672322251,0.7203962293012931,0.002433925119502888,2971.0,894.0
CINF,0.0003566541738187463,0.0003583013883711169,0.5542738554803649,33.391292897499994,0.00038301974759739037,5295.0,1170.0
CL,0.0003155908490800456,0.0003137636969613547,0.6262550797428252,143.8213908560324,0.00036667313587575713,6258.0,1103.0
CLDX,0.0007070095660555948,0.0007388846560618156,0.4854596388231666,1.230864128957317,0.0012439877397933,557.0,254.0
